fit_id,model,fold,test_year,base_seed,arm,scope,regime,fit_seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
070762686a76f716326a,pit_cmm_lstm,fold_3,2024,42,Global-Numeric,global,global,42,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,10.658622299990384,0.9954803000000538,9462
5a188db0d24deecd17ae,pit_cmm_lstm,fold_3,2024,42,Global-Numeric-News,global,global,42,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,11.450249900008204,0.8907235000078799,10006
9bc172328de1488c0464,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric,regime,bull,233391756,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,334,7.768767300003674,0.9576857000065502,3206
df2731b2073b22f0c3f1,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric,regime,sideway,1801841624,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,468,8.804816999996547,0.9441824000095947,9462
b974b67a68d509fa2449,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric,regime,bear,1151042323,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,405,8.820999899995513,1.1662715999991633,6606
8aef5f0191eaa094f83d,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric-News,regime,bull,233391756,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,334,8.839424499994493,1.0538360999926226,3750
e24e660d14bcef4d374a,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric-News,regime,sideway,1801841624,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,468,8.716268999996828,0.8997963000001619,10006
8c907fa486c71905a14f,pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric-News,regime,bear,1151042323,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,405,7.900383899992448,0.9160262999939732,7150
0a9d67a811e56f8ef281,pit_cmm_lstm,fold_3,2024,456,Global-Numeric,global,global,456,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,10.337660699995467,0.9415135000017472,9462
2cc88ce881d20b7e9c57,pit_cmm_lstm,fold_3,2024,456,Global-Numeric-News,global,global,456,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,10.607458400001631,0.9087112999986856,10006
df28e07abac6e5a965f2,pit_cmm_lstm,fold_3,2024,456,Regime-SHAP-Numeric,regime,bull,1574850040,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,334,7.774540799990063,0.9054109999997308,3206
252ca1643be720069ed2,pit_cmm_lstm,fold_3,2024,456,Regime-SHAP-Numeric,regime,sideway,376207022,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,468,8.306038499998976,0.9421911999961594,9462
